,Dataset,"[n_components,covariance_type]",f1 score,Adjusted Random Score,Silhouette Score,Execution Time
42,Wine,"[1, 'diag']",0.0,0.0,,0.0059833526611328125
43,Wine,"[1, 'spherical']",0.0,0.0,,0.02094435691833496
44,Wine,"[2, 'full']",0.0,0.0,,0.0059850215911865234
45,Wine,"[2, 'tied']",0.0,0.0,,0.006981849670410156
46,Wine,"[2, 'diag']",0.0,0.0,,0.005984783172607422
47,Wine,"[2, 'spherical']",0.0,0.0,,0.0059909820556640625
48,Wine,"[3, 'full']",0.0,0.0,,0.005984067916870117
49,Wine,"[3, 'tied']",0.0,0.0,,0.00598454475402832
50,Wine,"[3, 'diag']",0.0,0.0,,0.005986213684082031
51,Wine,"[3, 'spherical']",0.0,0.0,,0.005983591079711914
52,Wine,"[4, 'full']",0.0,0.0,,0.005982875823974609
53,Wine,"[4, 'tied']",0.0,0.0,,0.005983591079711914
54,Wine,"[4, 'diag']",0.07030983997276133,0.04119380120259389,-0.26866459375077695,0.016954898834228516
55,Wine,"[4, 'spherical']",0.04209024433743535,0.03931745712233917,-0.2628581871946139,0.009973764419555664
56,Wine,"[5, 'full']",0.04209024433743535,0.015858758367090046,-0.11673174599306076,0.02293992042541504
57,Wine,"[5, 'tied']",0.0,0.0,,0.006980419158935547
58,Wine,"[5, 'diag']",0.0,0.0,,0.0059969425201416016
59,Wine,"[5, 'spherical']",0.0,0.0,,0.005970478057861328
60,Wine,"[6, 'full']",0.0,0.0,,0.005985260009765625
61,Wine,"[6, 'tied']",0.23809147016933058,0.37215797060430056,-0.018220315868128487,0.01196908950805664
62,Wine,"[6, 'diag']",0.46923111703931447,0.37484117517215465,0.00018474711408042121,0.009973764419555664
63,Wine,"[6, 'spherical']",0.32667891258477133,0.2746397906715183,0.04977248262359986,0.008975744247436523
64,Wine,"[7, 'full']",0.41538924558587476,0.2343466495435097,-0.007398707104032952,0.00997471809387207
65,Wine,"[7, 'tied']",0.4205806756280082,0.23534473644438564,-0.030886000240666588,0.007977008819580078
66,Wine,"[7, 'diag']",0.4384472147755331,0.26392411039684455,-0.05224491872182784,0.008974313735961914
67,Wine,"[7, 'spherical']",0.35609938079728204,0.31963765794279536,-0.07691532847163332,0.010974407196044922
68,Wine,"[8, 'full']",0.2671425811697793,0.42039032102354235,0.1271385503504502,0.010970115661621094
69,Wine,"[8, 'tied']",0.2671425811697793,0.4212180245361646,0.23005412718122614,0.008976936340332031
70,Wine,"[8, 'diag']",0.2685809111938047,0.42288844789430613,0.22552795030438744,0.00897526741027832
71,Wine,"[8, 'spherical']",0.2685809111938047,0.42288844789430613,0.22552795030438744,0.008977174758911133
72,Wine,"[9, 'full']",0.2562771456897366,0.4263605167069214,0.2135398753843134,0.011968135833740234
73,Wine,"[9, 'tied']",0.2562771456897366,0.4263605167069214,0.2135398753843134,0.008976459503173828
74,Wine,"[9, 'diag']",0.2562771456897366,0.4263605167069214,0.2135398753843134,0.008975982666015625
75,Wine,"[9, 'spherical']",0.20464247348868442,-0.011362388444051517,0.12672667650566555,0.011966705322265625
76,Wine,"[10, 'full']",0.20464247348868442,-0.011362388444051517,0.12672667650566555,0.00897526741027832
77,Wine,"[10, 'tied']",0.17230114339454533,-0.008541558136724232,,0.005985260009765625
78,Wine,"[10, 'diag']",0.17306353783434425,-0.007353075220015277,,0.005982637405395508
79,Wine,"[10, 'spherical']",0.17306353783434425,-0.007353075220015277,,0.009975194931030273
